event_index,robot_pose_x,robot_pose_y,robot_pose_z,robot_pose_th,human_pose_x,human_pose_y,human_pose_z,human_pose_th,modality,target_desired_x,target_desired_y,target_desired_z,target_head_actual_x,target_head_actual_y,target_head_actual_z,target_eyes_actual_x,target_eyes_actual_y,target_eyes_actual_z,target_arms_actual_x,target_arms_actual_y,target_arms_actual_z,target_body_actual_x,target_body_actual_y,target_body_actual_z,target_perceived_x,target_perceived_y,target_perceived_z,target_perceived_error_x,target_perceived_error_y,target_perceived_error_z,target_head_actual_error_x,target_head_actual_error_y,target_head_actual_error_z,target_eyes_actual_error_x,target_eyes_actual_error_y,target_eyes_actual_error_z,target_arms_actual_error_x,target_arms_actual_error_y,target_arms_actual_error_z,target_body_actual_error_x,target_body_actual_error_y,target_body_actual_error_z,target_head_perceived_error_x,target_head_perceived_error_y,target_head_perceived_error_z,target_eyes_perceived_error_x,target_eyes_perceived_error_y,target_eyes_perceived_error_z,target_arms_perceived_error_x,target_arms_perceived_error_y,target_arms_perceived_error_z,target_body_perceived_error_x,target_body_perceived_error_y,target_body_perceived_error_z,t_event_start,t_event_stop,t_experiment_start,t_experiment_stop
90,-36,0,45,0,36,0,45,3.14159,5,0,21.0515,61.87,0,20.1352,63.0491,0,20.1352,63.0491,0,13.6473,57.005,0,0,0,-0,27.5088,64.0053,-0,6.45723,2.13529,0,-0.916353,1.17911,0,-0.916353,1.17911,0,-7.40422,-4.86496,0,-21.0515,-61.87,-0,7.37358,0.956182,-0,7.37358,0.956182,-0,13.8614,7.00025,-0,27.5088,64.0053,2010-Mar-31 16:25:29.983531,2010-Mar-31 16:25:37.877610,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
91,-36,0,45,0,36,0,45,3.14159,4,0,-19.3612,78.5196,0,-0.859192,43.2801,0,-0.859192,43.2801,0,-21.6189,74.1027,0,0,0,-0,-17.8326,60.2388,-0,1.52865,-18.2808,0,18.5021,-35.2394,0,18.5021,-35.2394,0,-2.25766,-4.41687,0,19.3612,-78.5196,-0,-16.9734,16.9587,-0,-16.9734,16.9587,-0,3.7863,-13.8639,-0,-17.8326,60.2388,2010-Mar-31 16:25:41.499649,2010-Mar-31 16:25:51.168906,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
92,-36,0,45,0,36,0,45,3.14159,4,0,-9,51,0,-0.914449,43.2801,0,-0.914449,43.2801,0,-11.2024,51.1428,0,0,0,-0,-8.93571,46.8341,-0,0.0642862,-4.16589,0,8.08555,-7.71992,0,8.08555,-7.71992,0,-2.20238,0.14275,0,9,-51,-0,-8.02126,3.55403,-0,-8.02126,3.55403,-0,2.26667,-4.30864,-0,-8.93571,46.8341,2010-Mar-31 16:25:55.028133,2010-Mar-31 16:26:00.960228,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
93,-36,0,45,0,36,0,45,3.14159,4,0,-9,51,0,-0.859192,43.2801,0,-0.859192,43.2801,0,-11.2961,51.3948,0,0,0,-0,-11.4463,46.8826,-0,-2.44634,-4.11742,0,8.14081,-7.71985,0,8.14081,-7.71985,0,-2.29606,0.394794,0,9,-51,-0,-10.5871,3.60244,-0,-10.5871,3.60244,-0,-0.150284,-4.51221,-0,-11.4463,46.8826,2010-Mar-31 16:26:04.528681,2010-Mar-31 16:26:09.953129,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
94,-36,0,45,0,36,0,45,3.14159,4,0,-9,51,0,-0.914449,43.2801,0,-0.914449,43.2801,0,-11.1271,50.6421,0,0,0,-0,-15.96,45.3436,-0,-6.96004,-5.65643,0,8.08555,-7.71992,0,8.08555,-7.71992,0,-2.1271,-0.357919,0,9,-51,-0,-15.0456,2.06349,-0,-15.0456,2.06349,-0,-4.83294,-5.29851,-0,-15.96,45.3436,2010-Mar-31 16:26:13.759700,2010-Mar-31 16:26:18.332951,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
95,-36,0,45,0,36,0,45,3.14159,1,0,9,51,0,8.05185,50.0614,0,8.05185,50.0614,0,-17.6764,-35.9589,0,0,0,-0,6.69877,49.1429,-0,-2.30123,-1.85706,0,-0.94815,-0.938573,0,-0.94815,-0.938573,0,-26.6764,-86.9589,0,-9,-51,-0,-1.35308,-0.918483,-0,-1.35308,-0.918483,-0,24.3752,85.1018,-0,6.69877,49.1429,2010-Mar-31 16:26:22.063215,2010-Mar-31 16:26:28.585115,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
96,-36,0,45,0,36,0,45,3.14159,5,0,-38.6619,57.0423,0,-36.0614,55.8599,0,-36.0614,55.8599,0,-43.645,52.3506,0,0,0,-0,-37.4946,41.8743,-0,1.16732,-15.1679,0,2.60049,-1.18236,0,2.60049,-1.18236,0,-4.98305,-4.69161,0,38.6619,-57.0423,-0,-1.43317,-13.9856,-0,-1.43317,-13.9856,-0,6.15037,-10.4763,-0,-37.4946,41.8743,2010-Mar-31 16:26:32.263728,2010-Mar-31 16:26:36.974588,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
97,-36,0,45,0,36,0,45,3.14159,4,0,9,51,0,2.01468,42.7787,0,2.01468,42.7787,0,5.26415,49.6537,0,0,0,-0,13.8324,47.5502,-0,4.83243,-3.44975,0,-6.98532,-8.22134,0,-6.98532,-8.22134,0,-3.73585,-1.34632,0,-9,-51,-0,11.8177,4.77159,-0,11.8177,4.77159,-0,8.56827,-2.10343,-0,13.8324,47.5502,2010-Mar-31 16:26:40.664771,2010-Mar-31 16:26:48.183151,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
98,-36,0,45,0,36,0,45,3.14159,4,0,38.3318,77.0036,0,2.01468,42.7787,0,2.01468,42.7787,0,20.8493,61.5796,0,0,0,-0,19.0247,47.4316,-0,-19.3071,-29.5721,0,-36.3171,-34.225,0,-36.3171,-34.225,0,-17.4825,-15.424,0,-38.3318,-77.0036,-0,17.01,4.65289,-0,17.01,4.65289,-0,-1.82458,-14.1481,-0,19.0247,47.4316,2010-Mar-31 16:26:51.883161,2010-Mar-31 16:26:56.963982,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
99,-36,0,45,0,36,0,45,3.14159,1,0,29.0979,72.119,0,29.2173,76.4851,0,29.2173,76.4851,0,-17.6763,-35.1067,0,0,0,-0,34.1846,74.5079,-0,5.08672,2.38894,0,0.119424,4.36616,0,0.119424,4.36616,0,-46.7742,-107.226,0,-29.0979,-72.119,-0,4.96729,-1.97722,-0,4.96729,-1.97722,-0,51.8609,109.615,-0,34.1846,74.5079,2010-Mar-31 16:27:00.586570,2010-Mar-31 16:27:05.372614,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
100,-36,0,45,0,36,0,45,3.14159,4,0,12.7915,29.9694,0,-1.79932,43.943,0,-1.79932,43.943,0,-0.489002,31.2287,0,0,0,-0,5.66672,34.3634,-0,-7.12478,4.39394,0,-14.5908,13.9736,0,-14.5908,13.9736,0,-13.2805,1.25931,0,-12.7915,-29.9694,-0,7.46604,-9.57963,-0,7.46604,-9.57963,-0,6.15572,3.13463,-0,5.66672,34.3634,2010-Mar-31 16:27:13.206589,2010-Mar-31 16:27:19.950510,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
101,-36,0,45,0,36,0,45,3.14159,4,0,-43.5575,54.9632,0,-1.79932,43.943,0,-1.79932,43.943,0,-49.7683,50.2076,0,0,0,-0,-34.311,37.4171,-0,9.24647,-17.5461,0,41.7581,-11.0202,0,41.7581,-11.0202,0,-6.21083,-4.75561,0,43.5575,-54.9632,-0,-32.5117,-6.52586,-0,-32.5117,-6.52586,-0,15.4573,-12.7905,-0,-34.311,37.4171,2010-Mar-31 16:27:23.407148,2010-Mar-31 16:27:30.243774,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
102,-36,0,45,0,36,0,45,3.14159,1,0,2.95547,54.5704,0,1.12938,54.7826,0,1.12938,54.7826,0,-16.3641,-37.4154,0,0,0,-0,-5.84567,48.4252,-0,-8.80113,-6.14516,0,-1.82609,0.212227,0,-1.82609,0.212227,0,-19.3195,-91.9858,0,-2.95547,-54.5704,-0,-6.97505,-6.35739,-0,-6.97505,-6.35739,-0,10.5184,85.8407,-0,-5.84567,48.4252,2010-Mar-31 16:27:35.224161,2010-Mar-31 16:27:40.382446,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
103,-36,0,45,0,36,0,45,3.14159,4,0,4.83811,39.7761,0,1.12938,42.8365,0,1.12938,42.8365,0,2.29375,39.7499,0,0,0,-0,4.1316,38.0614,-0,-0.706511,-1.71463,0,-3.70873,3.06042,0,-3.70873,3.06042,0,-2.54436,-0.0261667,0,-4.83811,-39.7761,-0,3.00222,-4.77505,-0,3.00222,-4.77505,-0,1.83785,-1.68847,-0,4.1316,38.0614,2010-Mar-31 16:27:44.029179,2010-Mar-31 16:27:51.523299,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
104,-36,0,45,0,36,0,45,3.14159,4,0,27,33,0,1.12938,42.8365,0,1.12938,42.8365,0,23.2238,34.6041,0,0,0,-0,14.5402,33.6148,-0,-12.4598,0.614806,0,-25.8706,9.8365,0,-25.8706,9.8365,0,-3.77619,1.60412,0,-27,-33,-0,13.4109,-9.22169,-0,13.4109,-9.22169,-0,-8.68358,-0.989312,-0,14.5402,33.6148,2010-Mar-31 16:27:55.229727,2010-Mar-31 16:28:02.213399,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
105,-36,0,45,0,36,0,45,3.14159,4,0,-29.0604,46.5563,0,1.12938,42.8365,0,1.12938,42.8365,0,-31.4354,45.6126,0,0,0,-0,-20.7867,38.9938,-0,8.2737,-7.56254,0,30.1897,-3.71985,0,30.1897,-3.71985,0,-2.37504,-0.943707,0,29.0604,-46.5563,-0,-21.916,-3.84269,-0,-21.916,-3.84269,-0,10.6487,-6.61883,-0,-20.7867,38.9938,2010-Mar-31 16:28:05.947109,2010-Mar-31 16:28:11.153954,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
106,-36,0,45,0,36,0,45,3.14159,4,0,-35.7848,37.7586,0,1.12938,42.8365,0,1.12938,42.8365,0,-38.0026,38.1464,0,0,0,-0,-28.3368,39.0113,-0,7.44796,1.2527,0,36.9142,5.07787,0,36.9142,5.07787,0,-2.21775,0.387774,0,35.7848,-37.7586,-0,-29.4662,-3.82517,-0,-29.4662,-3.82517,-0,9.66572,0.86493,-0,-28.3368,39.0113,2010-Mar-31 16:28:14.966695,2010-Mar-31 16:28:19.428333,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
107,-36,0,45,0,36,0,45,3.14159,4,0,9,51,0,1.12938,42.8365,0,1.12938,42.8365,0,5.21523,49.8377,0,0,0,-0,5.04086,47.6424,-0,-3.95914,-3.35756,0,-7.87062,-8.1635,0,-7.87062,-8.1635,0,-3.78477,-1.16225,0,-9,-51,-0,3.91148,4.80595,-0,3.91148,4.80595,-0,-0.174368,-2.1953,-0,5.04086,47.6424,2010-Mar-31 16:28:23.070373,2010-Mar-31 16:28:28.323633,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
108,-36,0,45,0,36,0,45,3.14159,1,0,-49.5395,49.4186,0,-44.4966,46.4832,0,-44.4966,46.4832,0,-17.4669,-35.1067,0,0,0,-0,-36.8236,42.019,-0,12.7159,-7.39958,0,5.04292,-2.93545,0,5.04292,-2.93545,0,32.0726,-84.5253,0,49.5395,-49.4186,-0,7.67299,-4.46412,-0,7.67299,-4.46412,-0,-19.3567,77.1258,-0,-36.8236,42.019,2010-Mar-31 16:28:31.873500,2010-Mar-31 16:28:36.999540,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
109,-36,0,45,0,36,0,45,3.14159,4,0,29.5639,39.7672,0,2.4027,45.9349,0,2.4027,45.9349,0,26.324,39.6945,0,0,0,-0,19.6245,36.2749,-0,-9.93942,-3.49231,0,-27.1612,6.16772,0,-27.1612,6.16772,0,-3.23989,-0.072701,0,-29.5639,-39.7672,-0,17.2218,-9.66003,-0,17.2218,-9.66003,-0,-6.69953,-3.4196,-0,19.6245,36.2749,2010-Mar-31 16:28:40.676895,2010-Mar-31 16:28:48.762923,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
110,-36,0,45,0,36,0,45,3.14159,1,0,-27,33,0,2.4027,45.9349,0,2.4027,45.9349,0,26.4302,39.0858,0,0,0,-0,-22.6871,26.0498,-0,4.31291,-6.95018,0,29.4027,12.9349,0,29.4027,12.9349,0,53.4302,6.08579,0,27,-33,-0,-25.0898,-19.8851,-0,-25.0898,-19.8851,-0,-49.1173,-13.036,-0,-22.6871,26.0498,2010-Mar-31 16:28:52.412990,2010-Mar-31 16:28:58.587322,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
111,-36,0,45,0,36,0,45,3.14159,5,0,-16.287,34.3922,0,0,0,0,0,0,0,0,0,0,0,0,-0,-17.9518,36.0579,-0,-1.66483,1.66564,0,16.287,-34.3922,0,16.287,-34.3922,0,16.287,-34.3922,0,16.287,-34.3922,-0,-17.9518,36.0579,-0,-17.9518,36.0579,-0,-17.9518,36.0579,-0,-17.9518,36.0579,2010-Mar-31 16:29:02.216727,2010-Mar-31 16:29:05.609251,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:08:47.358983
111,-36,0,45,0,36,0,45,3.14159,5,0,-16.287,34.3922,0,0,0,0,0,0,0,0,0,0,0,0,-0,-17.9518,36.0579,-0,-1.66483,1.66564,0,16.287,-34.3922,0,16.287,-34.3922,0,16.287,-34.3922,0,16.287,-34.3922,-0,-17.9518,36.0579,-0,-17.9518,36.0579,-0,-17.9518,36.0579,-0,-17.9518,36.0579,2010-Mar-31 16:29:02.216727,2010-Mar-31 16:29:05.609251,2010-Mar-31 16:08:50.362840,2010-Mar-31 16:29:10.524929
